Dove;Circoscrizione;Collegio plurinominale;Lista;Candidato
CAMERA DEI DEPUTATI;LOMBARDIA 2;LOMBARDIA 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ALESSANDRA MIGLIO
CAMERA DEI DEPUTATI;LOMBARDIA 2;LOMBARDIA 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ILARIA CAVO
CAMERA DEI DEPUTATI;LOMBARDIA 2;LOMBARDIA 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;CLAUDIO RINO FRANCESCO CALI'
CAMERA DEI DEPUTATI;LOMBARDIA 2;LOMBARDIA 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARTINA PARISSE
CAMERA DEI DEPUTATI;LOMBARDIA 2;LOMBARDIA 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;DAMIANO ZAMBELLI
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FABIOLA BOLOGNA
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;DAMIANO ZAMBELLI
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;TIZIANA PETRUZZI
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARCELLO ASTORI
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MAURO PAROLINI
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;BARBARA MORANDI
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;PAOLO ROBERTO RISOTTI
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MICHELA DONINELLI
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANTONIO SACCONE
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ILARIA BELLINZONA
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANDREA MARIA TRIPODI
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LOREDANA ANTONIETTA LARDIERI
CAMERA DEI DEPUTATI;VENETO 1;VENETO 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARTINA SEMENZATO
CAMERA DEI DEPUTATI;VENETO 1;VENETO 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;RAFFAELE BARATTO
CAMERA DEI DEPUTATI;VENETO 1;VENETO 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GLORIA SERNAGIOTTO
CAMERA DEI DEPUTATI;VENETO 1;VENETO 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANDREA PENZO AIELLO
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FRANCESCO MARIO PEGHIN
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;CRISTINA TURETTA
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ERIC PASQUALON
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FIORELLA CAPPATO
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;PIERPAOLO LONGO
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LUCIANA ZACCARIA
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;STEFANO LAIN
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;TIZIANA PICCOLO
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARTINA SEMENZATO
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIULIANO OCCHIPINTI
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;CRISTIANA EMANUELA MORGANTI
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MATTIA GALBERO
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MAURIZIO ENZO LUPI
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIULIA MANZAN
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIANNI SARTOR
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;CLELIA CAO
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANDREA COSTA
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;CHIARA CERRI
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ALESSANDRO BOZZANO
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARTA BRUSONI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FRANCESCA GAMBARINI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FEDERICO BOTTI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LUCIANA MELES
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FRANCESCO PATAMIA
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;RICCARDO BIZZARRI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MANUELA SPAGGIARI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MAURIZIO MARENDON
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MANUELA FINI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;CARLO UGO DE GIROLAMO
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FRANCA MULAZZANI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ORESTE MAURO BERTOLINO
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MAURA MARCHESINI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIORGIO SILLI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;EVA BETTI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MIRKO LAFRANCESCHINA
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;CINZIA PETRONE
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LUCIA TANTI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARCO FALORNI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MANUELA SERIACOPI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GAETANO GLIATTA
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ROBERTO PAOLUCCI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;SARA MENCI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIUSEPPE ALAIMO
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;EVA BETTI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARTINA SEMENZATO
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;SIMONE LENTINI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FLORIANA CUTINI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;RENZO BALDONI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIULIA MARCHIONNI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FRANCO ROSINI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANNA VIRGINIA VINCENZONI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;PAOLO PICCINELLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARCO DI STEFANO
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LUCIA SCANU
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LUCIANO CIRULLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;RITA REALI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ADRIANO PALOZZI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LAURA CLAUDICANTE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANTONIO AQUINO
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARTINA PARISSE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANTONIO SACCONE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;JESSICA CARLA FEDELE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;EUGENIO DE ZULIANI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;SERENA JERACI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;PAOLA BINETTI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GINO STELLA
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;CONNY CLAUDIA IENGO
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARIA CHIARA FAZIO
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LEOPOLDO PAPETTI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARIA RENE CARTURAN
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIUSEPPE DI SANGIULIANO
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;DANIELE D'ANGELO
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MANUELA FINI
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANTONELLO ANTONELLI
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARIASTELLA D'ORAZIO
CAMERA DEI DEPUTATI;MOLISE;MOLISE - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FILOMENA CALENDA
CAMERA DEI DEPUTATI;MOLISE;MOLISE - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;VITTORIO ANTONIO BEN COLARELLI
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;RICCARDO GUARINO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LUCREZIA ORLANDO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;SALVATORE FABBRIZIO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;BARBARA RICCI
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;CIRO FALANGA
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIUSEPPINA ESPOSITO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FABRIZIO ANANIA
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;LOREDANA CUCCILLATO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FABIO BERARDINI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MONICA CASSETTA
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;OTTAVIANO SALVATORE LATTARULO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ILARIA MARASCO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MASSIMILIANO MAROTTA
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ELENA OLIVA
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIAMPAOLO LUPO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;TERESA BASILE
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARTINA SEMENZATO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANTONIO TASSO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANTONELLA BIANCOFIORE
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANTONIO LATTANZIO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;MARCO RIZZONE
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;SOCCORSA CHIARAPPA
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FRANCO LEONARDO DI COSOLA
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;SIMONA DADO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIUSEPPE TARANTINO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIOVANNA TOMAI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;PIERFILIPPO MARCOLEONI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;PASQUA LUPOLI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;NUNZIO FRANCESCO TESTA
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIUSY SCORRANO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANDREA CORONESE
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;SILVANA MASTROVITO
CAMERA DEI DEPUTATI;BASILICATA;BASILICATA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FRANCESCO CANNIZZARO
CAMERA DEI DEPUTATI;BASILICATA;BASILICATA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;VITTORIA TIZIANA ROTUNNO
CAMERA DEI DEPUTATI;BASILICATA;BASILICATA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIOVANNI MIETITORE
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANTONINO FOTI
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;SERENA ANGHELONE
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ENNIO FALVO
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;GIOVANNA BUCCAFUSCA
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FRANCESCO SAVERIO ROMANO
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ILARIA CAVO
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FRANCESCO MANNIELLO
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P01;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;FEDERICA MARIA SALERNO
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P02;NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC;ANTONELLA VECCHIO
