Dove;Circoscrizione;Collegio plurinominale;Lista;Candidato
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;CARLA RUOCCO
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIO CALI'
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;SIMONA DI BLASI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GIORGIO FEDERIGHI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;BRUNO TABACCI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FEDERICA DAGA
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LUIGI IOVINO
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LAURA AGEA
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FILIPPO GALLINELLA
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LAURA AGEA
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GUIDO PEROSINO
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FLORA CONTOLI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;PATRIZIA TERZONI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ROBERTO BIAGIOTTI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ANITA LIKMETA
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;STEFANO CATINI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;BRUNO TABACCI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;CARLA RUOCCO
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;STEFANO VIGNAROLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FEDERICA DAGA
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EMILIO CARELLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FEDERICA DAGA
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;STEFANO VIGNAROLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARTA GRANDE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FEDERICA GASBARRO
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;STEFANO VIGNAROLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ANITA LIKMETA
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EMILIO CARELLI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARTA GRANDE
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ALESSIO ANGELUCCI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FEDERICA DAGA
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIA PALLINI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;STEFANO VIGNAROLI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EMANUELA PAOLA VITALI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ARMANDO NAPOLITANO LA PEGNA
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GIANLUCA VACCA
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FEDERICA GASBARRO
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;VINCENZO D'OTTAVIO
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;FEDERICA DAGA
CAMERA DEI DEPUTATI;MOLISE;MOLISE - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;IOLANDA DI STASIO
CAMERA DEI DEPUTATI;MOLISE;MOLISE - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ALESSANDRO AMITRANO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LUIGI DI MAIO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;IOLANDA DI STASIO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ALESSANDRO AMITRANO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIANNA IORIO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LUIGI DI MAIO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LAURA CASTELLI
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;VINCENZO SPADAFORA
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIA PALLINI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;PASQUALE MAGLIONE
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIANNA IORIO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GIOVANNI MORFINO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIA PALLINI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;COSIMO ADELIZZI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIA PALLINI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;PASQUALE MAGLIONE
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIANNA IORIO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIALUISA FARO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GIUSEPPE L'ABBATE
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ANNA MACINA
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EMANUELE SCAGLIUSI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GIUSEPPE L'ABBATE
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIA LUISA FARO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EMANUELE SCAGLIUSI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;DALILA NESCI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;DANIELA DONNO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EMANUELE SCAGLIUSI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;MARIA LUISA FARO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GIUSEPPE L'ABBATE
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;ANNA MACINA
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GIUSEPPE L'ABBATE
