Dove;Circoscrizione;Collegio plurinominale;Lista;Candidato
SENATO;LIGURIA;LIGURIA - P01;PARTITO COMUNISTA DEI LAVORATORI;MARCO GIUSEPPE FERRANDO
SENATO;LIGURIA;LIGURIA - P01;PARTITO COMUNISTA DEI LAVORATORI;CINZIA RONZITTI
