Dove;Circoscrizione;Collegio plurinominale;Lista;Candidato
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;VITA;LUCA DE PASQUALE
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;VITA;SARA CUNIAL
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;VITA;RAOUL CIPOLLONE
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;VITA;SIMONA GHERPELLI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;VITA;ENRICO SCOTTI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;VITA;SARA CUNIAL
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;VITA;PAOLO SVEGLI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;VITA;CRISTINA D'ONOFRIO
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;VITA;MASSIMO SCARPELLI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;VITA;PAOLO SVEGLI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;VITA;DONATELLA PIRA
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;VITA;MATTEO ANGELINI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;VITA;COSTANZA RE
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;VITA;LUCA TOMBERLI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;VITA;ALESSIA BALIA
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;VITA;FRANCESCO SPATARO
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;VITA;FATIMA FRANGIONI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;VITA;SABINA BARGAGNA
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;VITA;CIRO SCOGNAMIGLIO
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;VITA;SABRINA MANCINI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;VITA;UGO ROSSI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;VITA;ALESSANDRO LUZZI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;VITA;SABINA BARGAGNA
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;VITA;LUCA BANDINI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;VITA;FATIMA FRANGIONI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;VITA;MAURIZIO MARTUCCI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;VITA;ALESSANDRA GARAFFA
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;VITA;DAVID URRU
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;VITA;SABRINA PIERANGELI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;VITA;DAVIDE BARILLARI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;VITA;ALESSANDRA CONTIGIANI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;VITA;ALESSIO CANALINI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;VITA;LAURA LUPINI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;VITA;EDOARDO POLACCO
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;VITA;ROBERTA BORGHESE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;VITA;DAVIDE BARILLARI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;VITA;LAURA RUZZA
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;VITA;MAURIZIO MARTUCCI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;VITA;ADELE LAMONICA
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;VITA;MASSIMO FIORANELLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;VITA;ROBERTA BORGHESE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;VITA;DAVIDE BARILLARI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;VITA;SILVIA ZAMPELLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;VITA;SILVIO PIRONE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;VITA;ADELE LAMONICA
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;VITA;ANNA RITA IANNETTI
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;VITA;ENEA GIANCATERINO
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;VITA;SONIA LISA CHIAVAROLI
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;VITA;FRANCESCO GELSUMINI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;VITA;STEFANIA GIANNATTASIO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;VITA;GAETANO RUSSO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;VITA;NAOMI BISOGNO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;VITA;CLEMENTE GUERRA
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;VITA;ZAIRA VIVIANA LENZI
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;VITA;EDOARDO POLACCO
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;VITA;ADELE LAMONICA
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;VITA;MAURIZIO MARTUCCI
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P01;VITA;FRANCO D'URSO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P01;VITA;PATRIZIA LA MONICA
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P01;VITA;GIUSEPPE FARINA
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P02;VITA;ANDREA GIUFFRIDA
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P02;VITA;CATERINA CHIARENZA
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P02;VITA;FRANCO D'URSO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P02;VITA;ANNA GAETANA STRANO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P03;VITA;LUCIA FIRENZE
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P03;VITA;FRANCO D'URSO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P03;VITA;GABRIELLA RANDISI
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P03;VITA;ANTONIO RISTUCCIA
CAMERA DEI DEPUTATI;SARDEGNA;SARDEGNA - P01;VITA;MARIO ARESU
CAMERA DEI DEPUTATI;SARDEGNA;SARDEGNA - P01;VITA;MICHELA BENATI
CAMERA DEI DEPUTATI;SARDEGNA;SARDEGNA - P01;VITA;STEFANO PELLEGRINO
CAMERA DEI DEPUTATI;SARDEGNA;SARDEGNA - P01;VITA;ANNALISA PORRU
CAMERA DEI DEPUTATI;TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - P01;VITA;RENATE HOLZEISEN
CAMERA DEI DEPUTATI;TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - P01;VITA;FRANCESCO CESARI
CAMERA DEI DEPUTATI;TRENTINO-ALTO ADIGE/SÜDTIROL;TRENTINO-ALTO ADIGE/SÜDTIROL - P01;VITA;ELIANA PECORARI
SENATO;PIEMONTE;PIEMONTE - P01;VITA;STEFANO MONTANARI
SENATO;PIEMONTE;PIEMONTE - P01;VITA;ANGELA FRA
SENATO;PIEMONTE;PIEMONTE - P01;VITA;GALGANO PALAFERRI
SENATO;PIEMONTE;PIEMONTE - P01;VITA;GIUSEPPA COSTANTINO
SENATO;PIEMONTE;PIEMONTE - P02;VITA;MARIA LUISA TOMA
SENATO;PIEMONTE;PIEMONTE - P02;VITA;GALGANO PALAFERRI
SENATO;PIEMONTE;PIEMONTE - P02;VITA;ANGELA FRA
SENATO;PIEMONTE;PIEMONTE - P02;VITA;ALESSANDRO GUASTELLA
SENATO;LOMBARDIA;LOMBARDIA - P01;VITA;STEFANO MONTANARI
SENATO;LOMBARDIA;LOMBARDIA - P01;VITA;FULVIA PEZZINI
SENATO;LOMBARDIA;LOMBARDIA - P01;VITA;ANDREA TRONCONI
SENATO;LOMBARDIA;LOMBARDIA - P01;VITA;LORENA POLONINI
SENATO;LOMBARDIA;LOMBARDIA - P02;VITA;STEFANO MONTANARI
SENATO;LOMBARDIA;LOMBARDIA - P02;VITA;LORENA POLONINI
SENATO;LOMBARDIA;LOMBARDIA - P02;VITA;GIANCARLO INCERRANO
SENATO;LOMBARDIA;LOMBARDIA - P02;VITA;FULVIA PEZZINI
SENATO;LOMBARDIA;LOMBARDIA - P03;VITA;ANTONIETTA GATTI
SENATO;LOMBARDIA;LOMBARDIA - P03;VITA;FLAMINIO MAFFETTINI
SENATO;LOMBARDIA;LOMBARDIA - P03;VITA;LORENA POLONINI
SENATO;LOMBARDIA;LOMBARDIA - P03;VITA;GIUSEPPE MARZAGALLI
SENATO;VENETO;VENETO - P01;VITA;ANTONIETTA GATTI
SENATO;VENETO;VENETO - P01;VITA;ALBERTO POLI
SENATO;VENETO;VENETO - P01;VITA;LINA SPINELLI
SENATO;VENETO;VENETO - P01;VITA;LUCA TEODORI
SENATO;VENETO;VENETO - P02;VITA;LUCA TEODORI
SENATO;VENETO;VENETO - P02;VITA;LINA SPINELLI
SENATO;VENETO;VENETO - P02;VITA;ALBERTO POLI
SENATO;VENETO;VENETO - P02;VITA;VANESSA ZUPPA
SENATO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;VITA;MARCO BERTALI
SENATO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;VITA;ILDA IADANZA
SENATO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;VITA;RENATO DE SIMONE
SENATO;LIGURIA;LIGURIA - P01;VITA;RICCARDO FORTIN
SENATO;LIGURIA;LIGURIA - P01;VITA;ELISA TOGNOCCHI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;VITA;ANTONIETTA GATTI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;VITA;LUCA TEODORI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;VITA;MARIANGELA SASSI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;VITA;MARCO MESCHIARI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;VITA;LUCA TEODORI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;VITA;NOEMI ZUCCHI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;VITA;ANDREA TRONCONI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;VITA;STEFANIA SINICROPI
SENATO;TOSCANA;TOSCANA - P01;VITA;ANTONIETTA GATTI
SENATO;TOSCANA;TOSCANA - P01;VITA;MARCO SANTERO
SENATO;TOSCANA;TOSCANA - P01;VITA;VANDA CIAIOLA
SENATO;TOSCANA;TOSCANA - P01;VITA;TOMMASO AGOSTINI
SENATO;UMBRIA;UMBRIA - P01;VITA;MARINELLA GIULIETTI
SENATO;UMBRIA;UMBRIA - P01;VITA;ALESSANDRO TULLI
SENATO;MARCHE;MARCHE - P01;VITA;CHIARA FALCIONI
SENATO;MARCHE;MARCHE - P01;VITA;ALESSANDRO TULLI
SENATO;MARCHE;MARCHE - P01;VITA;GIULIANA VENTURINI
SENATO;LAZIO;LAZIO - P01;VITA;ANTONIETTA GATTI
SENATO;LAZIO;LAZIO - P01;VITA;CRISTIANO FUDULI
SENATO;LAZIO;LAZIO - P01;VITA;MARCELLA MASTRILLI
SENATO;LAZIO;LAZIO - P01;VITA;CESARE FRENI
SENATO;LAZIO;LAZIO - P02;VITA;MASSIMO CAPITELLI
SENATO;LAZIO;LAZIO - P02;VITA;OMBRETTA DEL MONTE
SENATO;LAZIO;LAZIO - P02;VITA;GUERRINO FAIETA
SENATO;LAZIO;LAZIO - P02;VITA;CLAUDIA PAGANELLI
SENATO;ABRUZZO;ABRUZZO - P01;VITA;GISELLA JOELLE PASCALE
SENATO;ABRUZZO;ABRUZZO - P01;VITA;NINO BRUNO
SENATO;ABRUZZO;ABRUZZO - P01;VITA;ANNA MARIA PARLANTI
SENATO;PUGLIA;PUGLIA - P01;VITA;STEFANO MONTANARI
SENATO;PUGLIA;PUGLIA - P01;VITA;GIOVANNA SPINELLI
SENATO;PUGLIA;PUGLIA - P01;VITA;GIANCARLO VINCITORIO
SENATO;PUGLIA;PUGLIA - P01;VITA;PAOLA  ANGELA PATERA
SENATO;CALABRIA;CALABRIA - P01;VITA;MANUELA RADICIONI
SENATO;CALABRIA;CALABRIA - P01;VITA;GIOVANNI GIANNUZZI
SENATO;SICILIA;SICILIA - P01;VITA;KAREN TONA
SENATO;SICILIA;SICILIA - P01;VITA;ALESSANDRO BUONOCUNTO
SENATO;SICILIA;SICILIA - P01;VITA;FRANCA STASSI
SENATO;SICILIA;SICILIA - P01;VITA;ROBERTO MANZONE
SENATO;SICILIA;SICILIA - P02;VITA;RENATO PENNA
SENATO;SICILIA;SICILIA - P02;VITA;NICOLETTA RE
SENATO;SICILIA;SICILIA - P02;VITA;ANTONINO MARLETTA
SENATO;SICILIA;SICILIA - P02;VITA;MARIA ROSARIA RUSSO
SENATO;SARDEGNA;SARDEGNA - P01;VITA;ALESSANDRO GOFFI
SENATO;SARDEGNA;SARDEGNA - P01;VITA;MARIA LUISA BUSINCO
