Dove;Circoscrizione;Collegio plurinominale;Lista;Candidato
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P02;MASTELLA NOI DI CENTRO EUROPEISTI;SUZANNE PIROVANO
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;RAFFAELE FANTETTI
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;DONATELLA BUSSOLATI
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;CLAUDIO CRESSI
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;SARA MARIA GALLI
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ELISABETTA ROMEO
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;PAOLO CORRADO
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;CINZIA BRAULINESE
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ANGELO SANDRI
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;GAETANO RUSSO
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;DANIELA COBAI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;DONATELLA BUSSOLATI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ANDREA GROSSI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;CRISTINA COGNI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ALESSANDRO ODDERA
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;DONATELLA BUSSOLATI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;GIUSEPPE FRISINA
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;IRMA VERNILLO
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;PATRIZIO MARALDI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;MASTELLA NOI DI CENTRO EUROPEISTI;DONATELLA BUSSOLATI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;MASTELLA NOI DI CENTRO EUROPEISTI;ANTONIO SPADOLINI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;MASTELLA NOI DI CENTRO EUROPEISTI;ERIKA CATELANI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;MASTELLA NOI DI CENTRO EUROPEISTI;GIUSEPPE FRISINA
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;RAFFAELE FANTETTI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;AMBRA MARIA GAROFALO
CAMERA DEI DEPUTATI;MOLISE;MOLISE - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ALESSANDRINA LONARDO MASTELLA
CAMERA DEI DEPUTATI;MOLISE;MOLISE - P01;MASTELLA NOI DI CENTRO EUROPEISTI;WILLIAM CIARALLO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ALESSANDRINA LONARDO MASTELLA
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;SALVATORE SCARFIGLIERI
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;SIMONA ESPOSITO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ROBERTO PISANO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;MASTELLA NOI DI CENTRO EUROPEISTI;ALESSANDRINA LONARDO MASTELLA
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;MASTELLA NOI DI CENTRO EUROPEISTI;RAFFAELE MENZIONE
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;MASTELLA NOI DI CENTRO EUROPEISTI;ROSA ERMINIA FIENGA
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;MASTELLA NOI DI CENTRO EUROPEISTI;BARTOLOMEO CHIERCHIA
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;RAFFAELE FANTETTI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;MARIA AUSILIA ALFANO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ANTONIO DI MARIA
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;MASTELLA NOI DI CENTRO EUROPEISTI;MADDALENA DI MUCCIO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;MASTELLA NOI DI CENTRO EUROPEISTI;ALESSANDRINA LONARDO MASTELLA
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;MASTELLA NOI DI CENTRO EUROPEISTI;GUERINO GAZZELLA
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;MASTELLA NOI DI CENTRO EUROPEISTI;ROBERTA ANDRETTI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;MASTELLA NOI DI CENTRO EUROPEISTI;ORESTE AGOSTO
CAMERA DEI DEPUTATI;BASILICATA;BASILICATA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;MARIA ANTONELLA MINARDI
CAMERA DEI DEPUTATI;BASILICATA;BASILICATA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;FRANCESCO MARIO PAPALEO
CAMERA DEI DEPUTATI;BASILICATA;BASILICATA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ASSUNTA VICERE'
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;MICHELE GUERRIERI
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;CATERINA VESCI
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;LUIGI CATALANO
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;MARIA ASSUNTA LATTUCA
SENATO;PIEMONTE;PIEMONTE - P01;MASTELLA NOI DI CENTRO EUROPEISTI;MAURO CASSI
SENATO;PIEMONTE;PIEMONTE - P01;MASTELLA NOI DI CENTRO EUROPEISTI;PAOLA SPINOSA
SENATO;PIEMONTE;PIEMONTE - P02;MASTELLA NOI DI CENTRO EUROPEISTI;GIOVANNI FREZZATO
SENATO;PIEMONTE;PIEMONTE - P02;MASTELLA NOI DI CENTRO EUROPEISTI;DELIA LUISELLA FERRARESE
SENATO;PIEMONTE;PIEMONTE - P02;MASTELLA NOI DI CENTRO EUROPEISTI;SERGIO BELTRAME
SENATO;LOMBARDIA;LOMBARDIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;LISA MOLTENI
SENATO;LOMBARDIA;LOMBARDIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;FABRIZIO CALEFFI
SENATO;LOMBARDIA;LOMBARDIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;MARIA VIVOLO
SENATO;LOMBARDIA;LOMBARDIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ANDREA MICHELE ARCANGELO VIVOLO
SENATO;LOMBARDIA;LOMBARDIA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;MASSIMO PICOZZI
SENATO;LOMBARDIA;LOMBARDIA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;SAMANTHA DE PONTI
SENATO;LOMBARDIA;LOMBARDIA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;GIUSEPPE COSTANZO
SENATO;LOMBARDIA;LOMBARDIA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;FEDERICA FRANCESCA BONVINI
SENATO;LOMBARDIA;LOMBARDIA - P03;MASTELLA NOI DI CENTRO EUROPEISTI;FEDERICA FRANCESCA BONVINI
SENATO;LOMBARDIA;LOMBARDIA - P03;MASTELLA NOI DI CENTRO EUROPEISTI;GIANCARLO NOLLI
SENATO;LOMBARDIA;LOMBARDIA - P03;MASTELLA NOI DI CENTRO EUROPEISTI;SAMANTHA DE PONTI
SENATO;LOMBARDIA;LOMBARDIA - P03;MASTELLA NOI DI CENTRO EUROPEISTI;MAURIZIO CORRENTI
SENATO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ENRICO MASIERO
SENATO;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;IRENE GIUROVICH
SENATO;LIGURIA;LIGURIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;SABRINA MORANTE
SENATO;LIGURIA;LIGURIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;RAFFAELE DE ANGELIS
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;GABRIELLA BUSSOLATI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;BRUNO GALLI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ALBERTA AZZALI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;SILVANO ZIVERI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;GABRIELLA BUSSOLATI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;SILVANO ZIVERI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;ELENA ZOPPI
SENATO;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;BRUNO GALLI
SENATO;MOLISE;MOLISE - P01;MASTELLA NOI DI CENTRO EUROPEISTI;GIANLUCA DI PASQUALE
SENATO;CAMPANIA;CAMPANIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;MARIA GRAZIA CAMMAROTA
SENATO;CAMPANIA;CAMPANIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;GIOVANNI GALANO
SENATO;CAMPANIA;CAMPANIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;STEFANIA ROSSI
SENATO;CAMPANIA;CAMPANIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;OSVALDO CIRIELLO
SENATO;CAMPANIA;CAMPANIA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;LUIGI ABBATE
SENATO;CAMPANIA;CAMPANIA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;CARMELA COPPOLA
SENATO;CAMPANIA;CAMPANIA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;POMPILIO FORGIONE
SENATO;CAMPANIA;CAMPANIA - P02;MASTELLA NOI DI CENTRO EUROPEISTI;MARIA CIROCCO
SENATO;BASILICATA;BASILICATA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;SALVATORE DI BERNARDI
SENATO;BASILICATA;BASILICATA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;GIUSEPPINA NICOLETTI IN GIALDINO
SENATO;CALABRIA;CALABRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;VITA LENTINI
SENATO;CALABRIA;CALABRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;DOMENICO PENDOLINO
SENATO;CALABRIA;CALABRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;ASSIA SODANO
SENATO;CALABRIA;CALABRIA - P01;MASTELLA NOI DI CENTRO EUROPEISTI;MARIO PUGLIESE
