Dove;Circoscrizione;Collegio plurinominale;Lista;Candidato
SENATO;CAMPANIA;CAMPANIA - P01;ALLEANZA VERDI E SINISTRA;GIUSEPPE DE CRISTOFARO
SENATO;CAMPANIA;CAMPANIA - P02;ALLEANZA VERDI E SINISTRA;AMALIO SANTORO
SENATO;CAMPANIA;CAMPANIA - P02;ALLEANZA VERDI E SINISTRA;ANNA MARIA NADDEO
SENATO;CAMPANIA;CAMPANIA - P02;ALLEANZA VERDI E SINISTRA;ANTONIO EMILIO CAGGIANO
SENATO;CAMPANIA;CAMPANIA - P02;ALLEANZA VERDI E SINISTRA;MARIA PIA PASOLINI
SENATO;PUGLIA;PUGLIA - P01;ALLEANZA VERDI E SINISTRA;ILARIA CUCCHI
SENATO;PUGLIA;PUGLIA - P01;ALLEANZA VERDI E SINISTRA;DOMENICO CAPORUSSO
SENATO;PUGLIA;PUGLIA - P01;ALLEANZA VERDI E SINISTRA;CATERINA MARINI
SENATO;PUGLIA;PUGLIA - P01;ALLEANZA VERDI E SINISTRA;VINCENZO PUZZOVIO
SENATO;BASILICATA;BASILICATA - P01;ALLEANZA VERDI E SINISTRA;DOMENICO MANGIERI
SENATO;BASILICATA;BASILICATA - P01;ALLEANZA VERDI E SINISTRA;LIVIA CARELLA
SENATO;CALABRIA;CALABRIA - P01;ALLEANZA VERDI E SINISTRA;ORLANDO AMODEO
SENATO;CALABRIA;CALABRIA - P01;ALLEANZA VERDI E SINISTRA;MARIA FRANCESCA LUCANTO
SENATO;CALABRIA;CALABRIA - P01;ALLEANZA VERDI E SINISTRA;GERARDO PONTECORVO
SENATO;CALABRIA;CALABRIA - P01;ALLEANZA VERDI E SINISTRA;FRANCESCA AGATA POLIMENI
SENATO;SICILIA;SICILIA - P01;ALLEANZA VERDI E SINISTRA;MASSIMO FUNDARÒ
SENATO;SICILIA;SICILIA - P01;ALLEANZA VERDI E SINISTRA;GIUSEPPA BARBERA
SENATO;SICILIA;SICILIA - P01;ALLEANZA VERDI E SINISTRA;FABIO RUVOLO
SENATO;SICILIA;SICILIA - P01;ALLEANZA VERDI E SINISTRA;ANGELA MARINO
SENATO;SICILIA;SICILIA - P02;ALLEANZA VERDI E SINISTRA;ALESSANDRA MINNITI
SENATO;SICILIA;SICILIA - P02;ALLEANZA VERDI E SINISTRA;GIOVANNI VINDIGNI
SENATO;SICILIA;SICILIA - P02;ALLEANZA VERDI E SINISTRA;MARIA GERMANÀ
SENATO;SICILIA;SICILIA - P02;ALLEANZA VERDI E SINISTRA;FABIO RUVOLO
SENATO;SARDEGNA;SARDEGNA - P01;ALLEANZA VERDI E SINISTRA;GIOVANNICO MANCA
SENATO;SARDEGNA;SARDEGNA - P01;ALLEANZA VERDI E SINISTRA;LAURA MARIA GRAZIA CAREDDU
SENATO;SARDEGNA;SARDEGNA - P01;ALLEANZA VERDI E SINISTRA;RENZO VENTUROLI
