"Dove","Regione","Elettori","Votanti","Percentuale votanti","Schede nulle","Schede bianche","Schede contestate","Coalizioni e liste","Voti","Percentuale voti","Seggi","Candidati uninominali eletti","Totale"
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",4224,"0.47",NA,NA,NA
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",184083,"20.33","2",NA,2
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",135154,"14.93","2",NA,NA
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"ALLEANZA VERDI E SINISTRA",25452,"2.81",NA,NA,NA
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"PIUEUROPA",18309,"2.02",NA,NA,NA
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",5168,"0.57",NA,NA,NA
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"MOVIMENTO 5 STELLE",140031,"15.47","1",NA,1
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"AZIONE - ITALIA VIVA - CALENDA",56374,"6.23",NA,NA,NA
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"ITALEXIT PER L'ITALIA",17207,"1.9",NA,NA,NA
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"UNIONE POPOLARE CON DE MAGISTRIS",13631,"1.51",NA,NA,NA
"CAMERA","LAZIO 2",1483335,938898,63.3,25808,13225,63,"ITALIA SOVRANA E POPOLARE",12294,"1.36",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",309034,"42.08","3",3,6
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"FRATELLI D'ITALIA CON GIORGIA MELONI",178198,"24.26","2",NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"LEGA PER SALVINI PREMIER",68143,"9.28","1",NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"FORZA ITALIA",47135,"6.42",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",15558,"2.12",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",226805,"30.88","2",1,3
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA",166505,"22.67","2",NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"ALLEANZA VERDI E SINISTRA",32116,"4.37",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"PIUEUROPA",24716,"3.37",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",3468,"0.47",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"MOVIMENTO 5 STELLE",93568,"12.74","1",NA,1
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"AZIONE  ITALIA VIVA  CALENDA",54154,"7.37",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"ITALEXIT PER L'ITALIA",19117,"2.6",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"UNIONE POPOLARE CON DE MAGISTRIS",12801,"1.74",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"ITALIA SOVRANA E POPOLARE",12053,"1.64",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"VITA",6202,"0.84",NA,NA,NA
"CAMERA","LIGURIA",1195266,766987,64.17,22490,9967,67,"MASTELLA NOI DI CENTRO EUROPEISTI",729,"0.1",NA,NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",867308,"43.31","8",7,15
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"FRATELLI D'ITALIA CON GIORGIA MELONI",498153,"24.88","5",NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"LEGA PER SALVINI PREMIER",199816,"9.98","2",NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"FORZA ITALIA",148234,"7.4","1",NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",21105,"1.05",NA,NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",623311,"31.13","5",2,7
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",436481,"21.8","4",NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"ALLEANZA VERDI E SINISTRA",93213,"4.65","1",NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"PIUEUROPA",85130,"4.25",NA,NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",8487,"0.42",NA,NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"AZIONE - ITALIA VIVA - CALENDA",235856,"11.78","2",NA,1
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"MOVIMENTO 5 STELLE",177990,"8.89","1",NA,1
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"ITALEXIT PER L'ITALIA",36104,"1.8",NA,NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"UNIONE POPOLARE CON DE MAGISTRIS",26277,"1.31",NA,NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"ITALIA SOVRANA E POPOLARE",22170,"1.11",NA,NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"VITA",11854,"0.59",NA,NA,NA
"CAMERA","LOMBARDIA 1",2971612,2066014,69.53,43354,19568,538,"MASTELLA NOI DI CENTRO EUROPEISTI",1684,"0.08",NA,NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",596079,"55.24","6",5,11
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"FRATELLI D'ITALIA CON GIORGIA MELONI",326768,"30.28","3",NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"LEGA PER SALVINI PREMIER",168427,"15.61","2",NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"FORZA ITALIA",89586,"8.3","1",NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",11298,"1.05",NA,NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",249728,"23.14","2",NA,2
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",172356,"15.97","1",NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"ALLEANZA VERDI E SINISTRA",36917,"3.42","1",NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"PIUEUROPA",36901,"3.42",NA,NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",3554,"0.33",NA,NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"AZIONE - ITALIA VIVA - CALENDA",107659,"9.98","1",NA,1
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"MOVIMENTO 5 STELLE",71227,"6.6",NA,NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"ITALEXIT PER L'ITALIA",21638,"2.01",NA,NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"UNIONE POPOLARE CON DE MAGISTRIS",10006,"0.93",NA,NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"VITA",9089,"0.84",NA,NA,NA
"CAMERA","LOMBARDIA 2",1649052,1127070,68.35,31492,16520,49,"MASTELLA NOI DI CENTRO EUROPEISTI",1426,"0.13",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",657592,"56.39","6",5,11
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"FRATELLI D'ITALIA CON GIORGIA MELONI",366787,"31.45","3",NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"LEGA PER SALVINI PREMIER",190804,"16.36","2",NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"FORZA ITALIA",91576,"7.85","1",NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",8425,"0.72",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",272588,"23.37","2",NA,2
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",195963,"16.8","2",NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"ALLEANZA VERDI E SINISTRA",39145,"3.36",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"PIUEUROPA",33916,"2.91",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",3564,"0.31",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"AZIONE - ITALIA VIVA - CALENDA",113000,"9.69","1",NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"MOVIMENTO 5 STELLE",67539,"5.79",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"ITALEXIT PER L'ITALIA",19557,"1.68",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"UNIONE POPOLARE CON DE MAGISTRIS",12342,"1.06",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"ITALIA SOVRANA E POPOLARE",11203,"0.96",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"VITA",11087,"0.95",NA,NA,NA
"CAMERA","LOMBARDIA 3",1652489,1214390,73.49,29972,18077,152,"MASTELLA NOI DI CENTRO EUROPEISTI",1281,"0.11",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",439811,"53.81","4",4,8
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"FRATELLI D'ITALIA CON GIORGIA MELONI",251984,"30.83","2",NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"LEGA PER SALVINI PREMIER",112767,"13.8","1",NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"FORZA ITALIA",69158,"8.46","1",NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",5902,"0.72",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",206518,"25.27","2",NA,2
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",157094,"19.22","2",NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"ALLEANZA VERDI E SINISTRA",23664,"2.9",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"PIUEUROPA",22321,"2.73",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",3439,"0.42",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"AZIONE - ITALIA VIVA - CALENDA",65862,"8.06","1",NA,1
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"MOVIMENTO 5 STELLE",62129,"7.6",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"ITALEXIT PER L'ITALIA",16711,"2.04",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"UNIONE POPOLARE CON DE MAGISTRIS",8865,"1.08",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"ITALIA SOVRANA E POPOLARE",8579,"1.05",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"VITA",5273,"0.65",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"ALTERNATIVA PER L'ITALIA - NO GREEN PASS",2133,"0.26",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"FREE",828,"0.1",NA,NA,NA
"CAMERA","LOMBARDIA 4",1231915,852663,69.21,22218,12952,104,"MASTELLA NOI DI CENTRO EUROPEISTI",680,"0.08",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",340128,"44.63","3",4,7
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"FRATELLI D'ITALIA CON GIORGIA MELONI",222116,"29.14","2",NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"LEGA PER SALVINI PREMIER",60379,"7.92","1",NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"FORZA ITALIA",51713,"6.79",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",5920,"0.78",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",203383,"26.69","2",NA,2
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA",155263,"20.37","2",NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"ALLEANZA VERDI E SINISTRA",25348,"3.33",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"PIUEUROPA",19110,"2.51",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",3662,"0.48",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"MOVIMENTO 5 STELLE",103594,"13.59","1",NA,1
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"AZIONE  ITALIA VIVA  CALENDA",56429,"7.4",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"ITALEXIT PER L'ITALIA",20066,"2.63",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"ITALIA SOVRANA E POPOLARE",10743,"1.41",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"UNIONE POPOLARE CON DE MAGISTRIS",10418,"1.37",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"PARTITO COMUNISTA ITALIANO",8224,"1.08",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"VITA",6488,"0.85",NA,NA,NA
"CAMERA","MARCHE",1165397,797050,68.39,21699,13136,58,"ALTERNATIVA PER L'ITALIA  NO GREEN PASS",2688,"0.35",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",55472,"42.9",NA,1,1
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"FRATELLI D'ITALIA CON GIORGIA MELONI",27632,"21.37",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"FORZA ITALIA",14701,"11.37",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"LEGA PER SALVINI PREMIER",11042,"8.54",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",2097,"1.62",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"MOVIMENTO 5 STELLE",31441,"24.32",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",30189,"23.35","1",NA,1
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA",23444,"18.13","1",NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"ALLEANZA VERDI E SINISTRA",3815,"2.95",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"PIUEUROPA",2043,"1.58",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",887,"0.69",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"AZIONE  ITALIA VIVA  CALENDA",6250,"4.83",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"UNIONE POPOLARE CON DE MAGISTRIS",2306,"1.78",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"ITALIA SOVRANA E POPOLARE",2128,"1.65",NA,NA,NA
"CAMERA","MOLISE",243884,138023,56.59,5375,3410,NA,"MASTELLA NOI DI CENTRO EUROPEISTI",1516,"1.17",NA,NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",435080,"39.84","4",4,8
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"FRATELLI D'ITALIA CON GIORGIA MELONI",260708,"23.87","2",NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"LEGA PER SALVINI PREMIER",93326,"8.55","1",NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"FORZA ITALIA",74640,"6.84","1",NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",6406,"0.59",NA,NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",349852,"32.04","4",1,5
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",240909,"22.06","3",NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"ALLEANZA VERDI E SINISTRA",53840,"4.93","1",NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"PIUEUROPA",49956,"4.57",NA,NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",5147,"0.47",NA,NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"MOVIMENTO 5 STELLE",136313,"12.48","1",NA,1
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"AZIONE - ITALIA VIVA - CALENDA",98831,"9.05","1",NA,1
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"ITALEXIT PER L'ITALIA",26186,"2.4",NA,NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"UNIONE POPOLARE CON DE MAGISTRIS",18152,"1.66",NA,NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"ITALIA SOVRANA E POPOLARE",17008,"1.56",NA,NA,NA
"CAMERA","PIEMONTE 1",1723921,1139749,66.11,36354,11266,137,"VITA",10570,"0.97",NA,NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",535673,"53.07","5",5,10
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"FRATELLI D'ITALIA CON GIORGIA MELONI",306918,"30.4","3",NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"LEGA PER SALVINI PREMIER",131067,"12.98","1",NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"FORZA ITALIA",91128,"9.03","1",NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",6560,"0.65","-",NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",250108,"24.78","2",NA,2
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",178530,"17.69","2",NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"PIUEUROPA",35859,"3.55",NA,NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"ALLEANZA VERDI E SINISTRA",31331,"3.1",NA,NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",4388,"0.43",NA,NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"AZIONE - ITALIA VIVA - CALENDA",87323,"8.65","1",NA,1
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"MOVIMENTO 5 STELLE",81873,"8.11","1",NA,1
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"ITALEXIT PER L'ITALIA",26493,"2.62",NA,NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"ITALIA SOVRANA E POPOLARE",16460,"1.63",NA,NA,NA
"CAMERA","PIEMONTE 2",1596516,1063448,66.61,38060,15878,68,"UNIONE POPOLARE CON DE MAGISTRIS",11512,"1.14",NA,NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"FRATELLI D'ITALIA CON GIORGIA MELONI",409527,"23.5","4",NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"FORZA ITALIA",200559,"11.51","2",NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"LEGA PER SALVINI PREMIER",92046,"5.28","1",NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",13585,"0.78",NA,NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"MOVIMENTO 5 STELLE",487348,"27.96","5",1,6
