"Dove","Regione","Elettori","Votanti","Percentuale votanti","Schede nulle","Schede bianche","Schede contestate","Coalizioni e liste","Voti","Percentuale voti","Seggi","Candidati uninominali eletti","Totale"
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",392011,"22.49","4",NA,4
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA",293188,"16.82","3",NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"ALLEANZA VERDI E SINISTRA",52935,"3.04","1",NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"PIUEUROPA",33483,"1.92",NA,NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",12405,"0.71",NA,NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"AZIONE  ITALIA VIVA  CALENDA",83960,"4.82","1",NA,1
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"ITALEXIT PER L'ITALIA",25509,"1.46",NA,NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"UNIONE POPOLARE CON DE MAGISTRIS",19481,"1.12",NA,NA,NA
"CAMERA","PUGLIA",3217704,1819782,56.56,48572,28307,101,"ITALIA SOVRANA E POPOLARE",18781,"1.08",NA,NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",277799,"40.52","3",4,7
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"FRATELLI D'ITALIA CON GIORGIA MELONI",161696,"23.59","2",NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"FORZA ITALIA",58531,"8.54","1",NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"LEGA PER SALVINI PREMIER",43061,"6.28",NA,NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",14511,"2.12",NA,NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",184854,"26.96","2",NA,2
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA",127438,"18.59","1",NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"ALLEANZA VERDI E SINISTRA",35780,"5.22","1",NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"PIUEUROPA",15431,"2.25",NA,NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",6205,"0.91",NA,NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"MOVIMENTO 5 STELLE",149477,"21.8","2",NA,2
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"AZIONE  ITALIA VIVA  CALENDA",31593,"4.61",NA,NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"ITALEXIT PER L'ITALIA",16669,"2.43",NA,NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"UNIONE POPOLARE CON DE MAGISTRIS",10762,"1.57",NA,NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"ITALIA SOVRANA E POPOLARE",10575,"1.54",NA,NA,NA
"CAMERA","SARDEGNA",1342551,713774,53.17,18449,9713,40,"VITA",3858,"0.56",NA,NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",328681,"35.08","3",5,8
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"FRATELLI D'ITALIA CON GIORGIA MELONI",167501,"17.88","2",NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"FORZA ITALIA",108387,"11.57","1",NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"LEGA PER SALVINI PREMIER",44169,"4.71",NA,NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",8624,"0.92",NA,NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"MOVIMENTO 5 STELLE",288120,"30.75","3",1,4
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",158517,"16.92","2",NA,2
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",114475,"12.22","2",NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"ALLEANZA VERDI E SINISTRA",19731,"2.11",NA,NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"PIUEUROPA",17234,"1.84",NA,NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",7077,"0.76",NA,NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"SUD CHIAMA NORD",75106,"8.02",NA,NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"AZIONE - ITALIA VIVA - CALENDA",53189,"5.68","1",NA,1
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"ITALEXIT PER L'ITALIA",14507,"1.55",NA,NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"ITALIA SOVRANA E POPOLARE",10433,"1.11",NA,NA,NA
"CAMERA","SICILIA 1",1847713,1009046,54.61,43580,52977,14,"UNIONE POPOLARE CON DE MAGISTRIS",8328,"0.89",NA,NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",407056,"37.07","5",5,10
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"FRATELLI D'ITALIA CON GIORGIA MELONI",220697,"20.1","3",NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"FORZA ITALIA",119670,"10.9","1",NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"LEGA PER SALVINI PREMIER",59019,"5.37","1",NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",7670,"0.7",NA,NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"MOVIMENTO 5 STELLE",285306,"25.98","3",NA,3
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",175644,"16","2",NA,2
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",126962,"11.56","2",NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"ALLEANZA VERDI E SINISTRA",22344,"2.03",NA,NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"PIUEUROPA",17857,"1.63",NA,NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",8481,"0.77",NA,NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"SUD CHIAMA NORD",132390,"12.06",NA,1,1
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"AZIONE - ITALIA VIVA - CALENDA",50864,"4.63","1",NA,1
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"ITALEXIT PER L'ITALIA",20789,"1.89",NA,NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"ITALIA SOVRANA E POPOLARE",11226,"1.02",NA,NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"UNIONE POPOLARE CON DE MAGISTRIS",10828,"0.99",NA,NA,NA
"CAMERA","SICILIA 2",2073862,1196984,57.72,45713,59542,85,"VITA",3945,"0.36",NA,NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",724492,"38.58","6",7,13
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"FRATELLI D'ITALIA CON GIORGIA MELONI",487339,"25.95","4",NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"LEGA PER SALVINI PREMIER",123321,"6.57","1",NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"FORZA ITALIA",104703,"5.58","1",NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",9129,"0.49",NA,NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",650552,"34.64","5",2,7
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA",495529,"26.39","4",NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"ALLEANZA VERDI E SINISTRA",92584,"4.93","1",NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"PIUEUROPA",54389,"2.9",NA,NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",8050,"0.43",NA,NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"MOVIMENTO 5 STELLE",209240,"11.14","2",NA,2
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"AZIONE  ITALIA VIVA  CALENDA",176523,"9.4","2",NA,2
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"UNIONE POPOLARE CON DE MAGISTRIS",42072,"2.24",NA,NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"ITALEXIT PER L'ITALIA",32262,"1.72",NA,NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"ITALIA SOVRANA E POPOLARE",29169,"1.55",NA,NA,NA
"CAMERA","TOSCANA",2811953,1961284,69.75,58167,25051,169,"VITA",13584,"0.72",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",157622,"31.18","1",2,3
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"FRATELLI D'ITALIA CON GIORGIA MELONI",94823,"18.76","1",NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"LEGA PER SALVINI PREMIER",43109,"8.53",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"FORZA ITALIA",16945,"3.35",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",2745,"0.54",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",132938,"26.3","1",NA,1
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",86459,"17.1","1",NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"ALLEANZA VERDI E SINISTRA",29599,"5.86",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"PIUEUROPA",14930,"2.95",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",1950,"0.39",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"SÜDTIROLER VOLKSPARTEI (SVP) - PATT",117010,"23.15","1",2,3
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"AZIONE - ITALIA VIVA - CALENDA",30678,"6.07",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"MOVIMENTO 5 STELLE",25394,"5.02",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"VITA",22331,"4.42",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"ITALEXIT PER L'ITALIA",8754,"1.73",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"ITALIA SOVRANA E POPOLARE",6426,"1.27",NA,NA,NA
"CAMERA","TRENTINO-ALTO ADIGE/SÜDTIROL",811006,535594,66.04,16196,13817,97,"UNIONE POPOLARE CON DE MAGISTRIS",4331,"0.86",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",199731,"45.82","2",2,4
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"FRATELLI D'ITALIA CON GIORGIA MELONI",134357,"30.82","2",NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"LEGA PER SALVINI PREMIER",33776,"7.75",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"FORZA ITALIA",29789,"6.83",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",1809,"0.41",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",117247,"26.9","2",NA,2
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA",91052,"20.89","2",NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"ALLEANZA VERDI E SINISTRA",15422,"3.54",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"PIUEUROPA",9172,"2.1",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",1601,"0.37",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"MOVIMENTO 5 STELLE",55195,"12.66",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"AZIONE  ITALIA VIVA  CALENDA",35601,"8.17",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"ITALEXIT PER L'ITALIA",7870,"1.81",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"PARTITO COMUNISTA ITALIANO",6027,"1.38",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"ITALIA SOVRANA E POPOLARE",5987,"1.37",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"UNIONE POPOLARE CON DE MAGISTRIS",5442,"1.25",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"VITA",2544,"0.58",NA,NA,NA
"CAMERA","UMBRIA",662094,455740,68.83,12954,6823,40,"MASTELLA NOI DI CENTRO EUROPEISTI",279,"0.06",NA,NA,NA
"CAMERA","VALLE D'AOSTA",98187,59490,60.59,3511,2229,4,"VALLÉE D’AOSTE – AUTONOMIE PROGRÈS FÉDÉRALISME",20763,"38.63",NA,NA,NA
"CAMERA","VALLE D'AOSTA",98187,59490,60.59,3511,2229,4,"LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA",16016,"29.8",NA,NA,NA
"CAMERA","VALLE D'AOSTA",98187,59490,60.59,3511,2229,4,"LA RENAISSANCE VALDÔTAINE",6398,"11..",NA,NA,NA
"CAMERA","VALLE D'AOSTA",98187,59490,60.59,3511,2229,4,"VALLE D'AOSTA APERTA",5841,"10.87",NA,NA,NA
"CAMERA","VALLE D'AOSTA",98187,59490,60.59,3511,2229,4,"ITALIA SOVRANA E POPOLARE",2302,"4.28",NA,NA,NA
"CAMERA","VALLE D'AOSTA",98187,59490,60.59,3511,2229,4,"UNIONE POPOLARE CON DE MAGISTRIS",1375,"2.56",NA,NA,NA
"CAMERA","VALLE D'AOSTA",98187,59490,60.59,3511,2229,4,"PARTITO COMUNISTA ITALIANO",1051,"1.96",NA,NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",536742,"55.22","5",5,10
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"FRATELLI D'ITALIA CON GIORGIA MELONI",311663,"32.06","3",NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"LEGA PER SALVINI PREMIER",140204,"14.42","1",NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"FORZA ITALIA",60797,"6.25","1",NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",24078,"2.48","-",NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",231967,"23.86","2",NA,2
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",163298,"16.8","2",NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"ALLEANZA VERDI E SINISTRA",34530,"3.55",NA,NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"PIUEUROPA",30846,"3.17",NA,NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",3293,"0.34",NA,NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"AZIONE - ITALIA VIVA - CALENDA",78396,"8.07","1",NA,1
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"MOVIMENTO 5 STELLE",58584,"6.03",NA,NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"ITALEXIT PER L'ITALIA",23869,"2.46",NA,NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"VITA",17426,"1.79",NA,NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"ITALIA SOVRANA E POPOLARE",11380,"1.17",NA,NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"UNIONE POPOLARE CON DE MAGISTRIS",9874,"1.02",NA,NA,NA
"CAMERA","VENETO 1",1480472,1015657,68.6,30467,13103,85,"ALTERNATIVA PER L'ITALIA - NO GREEN PASS",3764,"0.39",NA,NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC",876366,"56.91","7",7,14
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"FRATELLI D'ITALIA CON GIORGIA MELONI",509920,"33.11","4",NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"LEGA PER SALVINI PREMIER",224986,"14.61","2",NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"FORZA ITALIA",114260,"7.42","1",NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC",27200,"1.77",NA,NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO",346439,"22.5","3",NA,3
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA",245703,"15.96","2",NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"ALLEANZA VERDI E SINISTRA",48896,"3.18","1",NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"PIUEUROPA",46392,"3.01",NA,NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO",5448,"0.35",NA,NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"AZIONE - ITALIA VIVA - CALENDA",132324,"8.59","1",NA,1
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"MOVIMENTO 5 STELLE",87735,"5.7","1",NA,1
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"ITALEXIT PER L'ITALIA",38688,"2.51",NA,NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"VITA",27004,"1.75",NA,NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"ITALIA SOVRANA E POPOLARE",16473,"1.07",NA,NA,NA
"CAMERA","VENETO 2",2247540,1600342,71.2,40216,20178,69,"UNIONE POPOLARE CON DE MAGISTRIS",14850,"0.96",NA,NA,NA
