Dove;Circoscrizione;Collegio plurinominale;Lista;Candidato
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P02;UNIONE POPOLARE CON DE MAGISTRIS;MARCO TREMENTINI
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P02;UNIONE POPOLARE CON DE MAGISTRIS;FRANCESCA COLLINI
CAMERA DEI DEPUTATI;LOMBARDIA 3;LOMBARDIA 3 - P02;UNIONE POPOLARE CON DE MAGISTRIS;MAURIZIO BRESCIANI
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;UNIONE POPOLARE CON DE MAGISTRIS;LUANA GROSSI
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;UNIONE POPOLARE CON DE MAGISTRIS;SERSE MOSTOSI
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;UNIONE POPOLARE CON DE MAGISTRIS;FRANCESCA STRINCHIS
CAMERA DEI DEPUTATI;LOMBARDIA 4;LOMBARDIA 4 - P01;UNIONE POPOLARE CON DE MAGISTRIS;KEIDI JATRO
CAMERA DEI DEPUTATI;VENETO 1;VENETO 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;MONICA COIN
CAMERA DEI DEPUTATI;VENETO 1;VENETO 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;ANTONIO BRUNO FERRARA
CAMERA DEI DEPUTATI;VENETO 1;VENETO 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;LUCIA TUNDO
CAMERA DEI DEPUTATI;VENETO 1;VENETO 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;DINO GUERRA
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;DANIELA RUFFINI
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;ADRIANO ROMANELLI
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;ELISA ZORDAN
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;PAOLO FURLAN
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;SIMONE MANIGLIO
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;INESSA BALDIN
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;FRANCESCO CAMMELLI
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;SILVIA STOCCHETTI
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P03;UNIONE POPOLARE CON DE MAGISTRIS;ANGELA MANGANOTTI
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P03;UNIONE POPOLARE CON DE MAGISTRIS;ORESTE VERONESI
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P03;UNIONE POPOLARE CON DE MAGISTRIS;ELISABETTA MURARO
CAMERA DEI DEPUTATI;VENETO 2;VENETO 2 - P03;UNIONE POPOLARE CON DE MAGISTRIS;NICOLA ZAMBONI
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;ANNA MANFREDI
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;GORAN ČUK
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;YANA CHIARA EHM
CAMERA DEI DEPUTATI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;CARLO BOSISIO
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;MASSIMO LOMBARDI
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;LAURA COMOLLO
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;STEFANO PICARDI
CAMERA DEI DEPUTATI;LIGURIA;LIGURIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;PIERA BARBERIS
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;UNIONE POPOLARE CON DE MAGISTRIS;ANDREA BUI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;UNIONE POPOLARE CON DE MAGISTRIS;MARIAGRAZIA CRISTALLI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;UNIONE POPOLARE CON DE MAGISTRIS;ALBERTO MONTELAGHI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P01;UNIONE POPOLARE CON DE MAGISTRIS;MARIA ELENA ANTINORI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;UNIONE POPOLARE CON DE MAGISTRIS;MARTA COLLOT
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;UNIONE POPOLARE CON DE MAGISTRIS;ANDREA SCAGLIARINI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;UNIONE POPOLARE CON DE MAGISTRIS;NOEMI CURIONE
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P02;UNIONE POPOLARE CON DE MAGISTRIS;EMANUELE TIGRINI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;UNIONE POPOLARE CON DE MAGISTRIS;ALESSANDRO BONGARZONE
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;UNIONE POPOLARE CON DE MAGISTRIS;MARTA LOVATO
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;UNIONE POPOLARE CON DE MAGISTRIS;ROBERTO GENTILINI
CAMERA DEI DEPUTATI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - P03;UNIONE POPOLARE CON DE MAGISTRIS;ILARIA CENNI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;UNIONE POPOLARE CON DE MAGISTRIS;MAURIZIO ACERBO
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;UNIONE POPOLARE CON DE MAGISTRIS;FRANCESCA TRASATTI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;UNIONE POPOLARE CON DE MAGISTRIS;NICOLA CAVAZZUTI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P01;UNIONE POPOLARE CON DE MAGISTRIS;GIULIA ROMANI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;UNIONE POPOLARE CON DE MAGISTRIS;VITTORIO CATENI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;UNIONE POPOLARE CON DE MAGISTRIS;LORETTA VALENTI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;UNIONE POPOLARE CON DE MAGISTRIS;LUCA CHIAPPE
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P02;UNIONE POPOLARE CON DE MAGISTRIS;ELENA GOLINI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;UNIONE POPOLARE CON DE MAGISTRIS;YANA CHIARA EHM
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;UNIONE POPOLARE CON DE MAGISTRIS;GIOVANNI PAGANO
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;UNIONE POPOLARE CON DE MAGISTRIS;SIMONA BALDANZI
CAMERA DEI DEPUTATI;TOSCANA;TOSCANA - P03;UNIONE POPOLARE CON DE MAGISTRIS;FEDERICO OLIVERI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;SIMONA BRANCHINELLI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;LORENZO MARCELLINI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;TIZIANA SANTONI
CAMERA DEI DEPUTATI;UMBRIA;UMBRIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;MATTEO VITIELLO
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;UNIONE POPOLARE CON DE MAGISTRIS;ARIANNA BUDA
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;UNIONE POPOLARE CON DE MAGISTRIS;GIANMARCO MEREU
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;UNIONE POPOLARE CON DE MAGISTRIS;BARBARA MICHIELUZZI
CAMERA DEI DEPUTATI;MARCHE;MARCHE - P01;UNIONE POPOLARE CON DE MAGISTRIS;GIOVANNI FRATICELLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;LUIGI DE MAGISTRIS
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;BEATRICE GAMBERINI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;FABIO PERRONE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;MARGHERITA CANTELLI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;PAOLO FERRERO
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;ELENA MAZZONI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;FABIO SCIATORE
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;GIULIA GUZZINI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;UNIONE POPOLARE CON DE MAGISTRIS;ROSARIA GALIERO
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;UNIONE POPOLARE CON DE MAGISTRIS;MICHELE CONIA
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;UNIONE POPOLARE CON DE MAGISTRIS;SARA ZUFFARDI
CAMERA DEI DEPUTATI;LAZIO 1;LAZIO 1 - P03;UNIONE POPOLARE CON DE MAGISTRIS;GIAMPIERO MASSIMI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;DANIELA PINARDI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;FABIO PORTULANO
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;ELISABETTA ZONETTI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;ROMOLO REA
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;NEVIA BORGIA
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;FRANCESCO LEONELLI
CAMERA DEI DEPUTATI;LAZIO 2;LAZIO 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;SONIA SALE
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;UNIONE POPOLARE CON DE MAGISTRIS;MAURIZIO ACERBO
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;UNIONE POPOLARE CON DE MAGISTRIS;ALESSIA MAZZAGUFO
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;UNIONE POPOLARE CON DE MAGISTRIS;GIOVANNI SCARSI
CAMERA DEI DEPUTATI;ABRUZZO;ABRUZZO - P01;UNIONE POPOLARE CON DE MAGISTRIS;ALESSANDRA GUERRA
CAMERA DEI DEPUTATI;MOLISE;MOLISE - P01;UNIONE POPOLARE CON DE MAGISTRIS;NICOLETTA RADATTA
CAMERA DEI DEPUTATI;MOLISE;MOLISE - P01;UNIONE POPOLARE CON DE MAGISTRIS;HIKMET ASLAN
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;LUIGI DE MAGISTRIS
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;ROSARIA GALIERO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;GIOVANNI PAGANO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;MARZIA PIRONE
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;LUIGI DE MAGISTRIS
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;PIERA AIELLO
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;PIERO DE LUCA
CAMERA DEI DEPUTATI;CAMPANIA 1;CAMPANIA 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;CARMELA CANTONE
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;LOREDANA ROSSI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;VINCENZO BRUNO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;ANTONELLA AVOLIO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;MASSIMO SGROI
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;GIULIANO GRANATO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;ERMINIA MAIORINO
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;FRANCESCO NAVARRA
CAMERA DEI DEPUTATI;CAMPANIA 2;CAMPANIA 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;ROSARIA CICCARONE
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;MICHELE DEL SORDO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;IVANA PALIERI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;LUCIANO D'AIELLO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;ANNA MARIA STERNATIVO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;UNIONE POPOLARE CON DE MAGISTRIS;ANTONIA GUERRA
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;UNIONE POPOLARE CON DE MAGISTRIS;ELISEO TAMBONE
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;UNIONE POPOLARE CON DE MAGISTRIS;IVANA PALIERI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P02;UNIONE POPOLARE CON DE MAGISTRIS;FELISIANO BRUNI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;UNIONE POPOLARE CON DE MAGISTRIS;LAURA MARCHETTI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;UNIONE POPOLARE CON DE MAGISTRIS;GIANCARLO DI STADIO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;UNIONE POPOLARE CON DE MAGISTRIS;ALESSANDRA D'AVOLIO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P03;UNIONE POPOLARE CON DE MAGISTRIS;MATTEO SPADARO
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;UNIONE POPOLARE CON DE MAGISTRIS;FABIO DE NARDIS
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;UNIONE POPOLARE CON DE MAGISTRIS;MARIANNA LENTINI
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;UNIONE POPOLARE CON DE MAGISTRIS;ALESSANDRO DAVERSA
CAMERA DEI DEPUTATI;PUGLIA;PUGLIA - P04;UNIONE POPOLARE CON DE MAGISTRIS;JULIETTE FRANCO
CAMERA DEI DEPUTATI;BASILICATA;BASILICATA - P01;UNIONE POPOLARE CON DE MAGISTRIS;VINCENZO RITUNNANO
CAMERA DEI DEPUTATI;BASILICATA;BASILICATA - P01;UNIONE POPOLARE CON DE MAGISTRIS;FELICETTA RENNA
CAMERA DEI DEPUTATI;BASILICATA;BASILICATA - P01;UNIONE POPOLARE CON DE MAGISTRIS;GIUSEPPE DUBLA
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;LUIGI DE MAGISTRIS
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;ELEONORA FORENZA
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;MICHELE CONIA
CAMERA DEI DEPUTATI;CALABRIA;CALABRIA - P01;UNIONE POPOLARE CON DE MAGISTRIS;INES CALIO'
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;SIMONA SURIANO
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;RAMON LA TORRE
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;ROSA GUAGLIARDO
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P01;UNIONE POPOLARE CON DE MAGISTRIS;DAVIDE MINIO
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;PIERA AIELLO
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;GABRIELE ROSARIO SORCE
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;ILENIA RINOLDO
CAMERA DEI DEPUTATI;SICILIA 1;SICILIA 1 - P02;UNIONE POPOLARE CON DE MAGISTRIS;NICOLA CLEMENZA
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;FRANCESCO MUCCIARDI
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;SIMONA STRACUZZI
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P01;UNIONE POPOLARE CON DE MAGISTRIS;IVAN CALI'
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;SIMONA SURIANO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;DOMENICO GIOVANNI COSENTINO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;INES SALPIETRO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P02;UNIONE POPOLARE CON DE MAGISTRIS;ARTURO PELLEGRINO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P03;UNIONE POPOLARE CON DE MAGISTRIS;DOMENICO GIOVANNI COSENTINO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P03;UNIONE POPOLARE CON DE MAGISTRIS;MILENA ANGILETTI
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P03;UNIONE POPOLARE CON DE MAGISTRIS;FILIPPO SCHIFANO
CAMERA DEI DEPUTATI;SICILIA 2;SICILIA 2 - P03;UNIONE POPOLARE CON DE MAGISTRIS;GINA TUZZA
CAMERA DEI DEPUTATI;SARDEGNA;SARDEGNA - P01;UNIONE POPOLARE CON DE MAGISTRIS;GIULIA SUELLA
CAMERA DEI DEPUTATI;SARDEGNA;SARDEGNA - P01;UNIONE POPOLARE CON DE MAGISTRIS;PIERO MURA
CAMERA DEI DEPUTATI;SARDEGNA;SARDEGNA - P01;UNIONE POPOLARE CON DE MAGISTRIS;VERONICA SECCI
CAMERA DEI DEPUTATI;SARDEGNA;SARDEGNA - P01;UNIONE POPOLARE CON DE MAGISTRIS;SILVIO KEIVAN NEMATI FARD
